frequency	x	y	vac
60611.6751702146	1.3971928893732513e-06	8.505068157968881e-07	0.09999999999999998
60611.700173254234	-1.1905003875720055e-07	1.5450340549836285e-07	0.09999999999999998
60611.725176293876	-1.2792685908525727e-06	-8.54704454429034e-07	0.09999999999999998
60611.75017858744	3.672249066734218e-07	9.095466961193799e-07	0.09999999999999998
60611.77518162708	7.409165626258804e-07	-1.1327018885845178e-06	0.09999999999999998
60611.80018466672	8.249842103865019e-07	6.991037684005507e-07	0.09999999999999998
60611.82518770636	2.326543468579173e-07	1.0567820339722864e-06	0.09999999999999998
60611.850190745994	-2.542677642876002e-07	4.1724865293765635e-07	0.09999999999999998
60611.875193785636	-1.2894624386599202e-06	1.2856277749882282e-06	0.09999999999999998
60611.90019682528	1.7651630904663388e-07	8.068497442297314e-07	0.09999999999999998
60611.92519986491	7.345784165452359e-07	1.905708659989506e-06	0.09999999999999998
60611.950202904554	-8.062579007907764e-08	1.804488748079237e-06	0.09999999999999998
60611.97520594419	-6.636609822869055e-07	6.472472605580058e-08	0.09999999999999998
60612.00020823776	6.671916769320095e-08	6.143633456253843e-07	0.09999999999999998
60612.025211277396	-3.858151486523334e-07	1.2339815783303135e-06	0.09999999999999998
60612.05021431704	9.164605820067919e-07	-4.029096428763344e-07	0.09999999999999998
60612.07521735667	-1.2429722701035176e-06	1.0526417304903987e-06	0.09999999999999998
60612.100220396314	-7.546013059597942e-07	1.548657291610962e-07	0.09999999999999998
60612.125224182026	8.174922998670461e-07	2.167430607032505e-06	0.09999999999999998
60612.15022722166	1.9454140286825628e-07	4.1849524078307623e-07	0.09999999999999998
60612.1752302613	-1.9399970226239186e-06	1.530403686750313e-06	0.09999999999999998
60612.20023330094	1.4829756596782374e-06	1.4659985709319073e-06	0.09999999999999998
60612.22523634058	1.2956265698769134e-06	7.504945629840942e-07	0.09999999999999998
60612.25023938021	-2.674120872802327e-07	9.289729188026794e-07	0.09999999999999998
60612.275242419855	8.968301758939654e-07	2.5186345953255475e-06	0.09999999999999998
60612.3002454595	1.3710992354581336e-06	-1.2490675908965025e-07	0.09999999999999998
60612.32524849913	-5.9778089656833e-07	1.297864674562132e-06	0.09999999999999998
60612.35025153877	-2.3354920810997367e-08	4.413485915717401e-07	0.09999999999999998
60612.37525532448	-7.712328181395098e-07	6.202767347348784e-07	0.09999999999999998
60612.40025836412	2.2808330316500067e-07	-5.729076039235978e-07	0.09999999999999998
60612.425261403754	-2.5710294520183023e-09	1.6037428967066294e-06	0.09999999999999998
60612.450264443396	-7.778635681015159e-07	1.5416150972487624e-06	0.09999999999999998
60612.47526748304	8.986921705377887e-07	1.3516486432636643e-06	0.09999999999999998
60612.50027126874	1.4311515850047349e-06	7.744231112566146e-07	0.09999999999999998
60612.525274308384	1.2069276915000068e-07	-5.85047681122888e-07	0.09999999999999998
60612.55027734802	2.3441297089786132e-07	5.61300647748861e-07	0.09999999999999998
60612.57528113373	1.400121318586144e-06	1.8093509400258827e-06	0.09999999999999998
60612.60028417337	-7.665632275449244e-07	3.0994614882358407e-08	0.09999999999999998
60612.625287213006	1.2223119684534757e-06	2.308602580766588e-06	0.09999999999999998
60612.65029025265	4.130764753096784e-08	8.0484407786325e-07	0.09999999999999998
60612.67529403835	7.039647014296925e-07	1.2825170328321802e-06	0.09999999999999998
60612.700297077994	1.7812856309211682e-06	1.0287989961580159e-06	0.09999999999999998
60612.7253008637	-1.153901154401664e-07	-2.834276894315792e-07	0.09999999999999998
60612.75030390334	3.9237919411368883e-07	-7.931833704519859e-07	0.09999999999999998
60612.77530694298	7.34090972715013e-07	8.520474386934795e-07	0.09999999999999998
60612.800310728686	3.1673018625868925e-07	2.578595195059237e-07	0.09999999999999998
60612.82531376833	6.818728431993694e-07	1.3375189186613783e-06	0.09999999999999998
60612.85031755403	1.228392721720443e-06	2.0613272079262977e-07	0.09999999999999998
60612.875320593674	1.1961944762219668e-06	1.7472681349472792e-07	0.09999999999999998
60612.90032363331	1.3290108961595607e-06	3.908401783739271e-07	0.09999999999999998
60612.92532741902	7.271170747981647e-07	1.2327515579959113e-06	0.09999999999999998
60612.95033045866	-8.275658041152767e-07	1.4682464525068191e-06	0.09999999999999998
60612.975334244366	4.87974350885718e-07	9.81037642381911e-07	0.09999999999999998
60613.00033728401	4.575387390983355e-07	-1.24513336156598e-06	0.09999999999999998
60613.02534106972	1.6869209949807869e-06	1.4116688563232761e-06	0.09999999999999998
60613.05034485542	7.095810724989092e-07	4.137730369011627e-07	0.09999999999999998
60613.075347895065	2.094391728582233e-07	7.48958949113518e-07	0.09999999999999998
60613.10035168077	1.022369429830217e-06	1.105090652363357e-06	0.09999999999999998
60613.12535472041	1.231616127314667e-06	2.4691538310521746e-06	0.09999999999999998
60613.150358506115	9.588564657287137e-07	-1.2420942864803983e-07	0.09999999999999998
60613.175362291826	7.779815052294174e-07	2.208378390301133e-06	0.09999999999999998
60613.20036533147	1.4580350126470373e-06	1.8097629436312096e-07	0.09999999999999998
60613.22536911717	1.2666140584114971e-06	1.0176508268048837e-06	0.09999999999999998
60613.250372156814	-1.1977615582935034e-09	3.644045133600817e-07	0.09999999999999998
60613.275375942525	8.282702304227807e-07	2.6452104973900184e-06	0.09999999999999998
60613.30037972823	7.758571697310508e-07	-4.7074134066646986e-07	0.09999999999999998
60613.32538351394	1.0873796148036567e-06	4.1000627885064544e-07	0.09999999999999998
60613.350386553575	-7.404257729016365e-08	8.600492067027449e-10	0.09999999999999998
60613.375390339286	4.7865401761495e-07	1.4254314256812837e-06	0.09999999999999998
60613.400394125	6.666332674744084e-08	-5.315441618575258e-07	0.09999999999999998
60613.42539716463	2.1920700983244502e-07	-1.5509556811874782e-07	0.09999999999999998
60613.45040095034	-2.628329156650332e-07	2.112456511439414e-06	0.09999999999999998
60613.47540473605	1.8249693562782286e-07	7.013550140420536e-07	0.09999999999999998
60613.50040852176	1.455389045152547e-06	6.813693803601146e-07	0.09999999999999998
60613.52541230747	1.9698435714670675e-06	2.2682742121001567e-08	0.09999999999999998
60613.550415347105	1.1967520823971942e-06	-1.0970760613495364e-07	0.09999999999999998
60613.575419132816	-8.129954025027362e-07	5.643024431450006e-07	0.09999999999999998
60613.60042291852	1.474186858311132e-06	2.720549709699913e-06	0.09999999999999998
60613.62542670423	-4.0423404800115105e-08	4.1267757567785697e-07	0.09999999999999998
60613.65043048994	-4.0210282810369507e-07	3.495553058588917e-07	0.09999999999999998
60613.67543427565	8.491828612516767e-07	1.4406322138942572e-06	0.09999999999999998
60613.70043806136	-3.8044017475250114e-07	3.826891901775358e-07	0.09999999999999998
60613.72544184707	-3.3511453107525264e-07	1.611143015010505e-06	0.09999999999999998
60613.75044563277	9.98045856965131e-07	9.622147965271162e-07	0.09999999999999998
60613.775448672415	1.8902294964275574e-06	1.4434047775426195e-07	0.09999999999999998
60613.80045245812	2.6890946669534363e-08	2.1486534075378726e-06	0.09999999999999998
60613.82545624383	-2.2109433166836005e-07	-4.2356190815013617e-07	0.09999999999999998
60613.85046002954	-2.9123357874041e-08	1.4313276306420065e-06	0.09999999999999998
60613.875463815246	6.298063002677778e-07	1.6610011256523092e-06	0.09999999999999998
60613.90046760096	-5.760146869250891e-07	2.143971285109779e-06	0.09999999999999998
60613.92547138667	1.7444510195743774e-06	6.16431536208691e-07	0.09999999999999998
60613.95047517237	1.20528336146535e-06	-1.116951935151411e-06	0.09999999999999998
60613.97547970415	-5.333421883620309e-07	2.8017928243075897e-06	0.09999999999999998
60614.00048348986	1.3786189031022692e-06	1.0331051398973448e-06	0.09999999999999998
60614.02548727557	4.258941809212566e-07	1.0559501911490539e-06	0.09999999999999998
60614.05049106128	-7.009863667794502e-07	1.690756621981017e-06	0.09999999999999998
60614.075494846984	3.560159423216848e-07	1.104070738578573e-06	0.09999999999999998
60614.100498632695	1.054852329688694e-06	3.868650222233602e-08	0.09999999999999998
60614.12550241841	-1.5111896790905247e-07	1.3261572592897422e-06	0.09999999999999998
60614.15050620411	7.246730399302592e-07	-4.994014944173661e-07	0.09999999999999998
60614.17551073589	-7.399593203058623e-08	1.6664535575702495e-06	0.09999999999999998
60614.200514521595	1.2465508275705748e-06	8.588398684413042e-08	0.09999999999999998
60614.22551830731	2.912439414792365e-07	3.9781218912146965e-07	0.09999999999999998
60614.25052209302	4.874961576693019e-07	-2.3277566371999144e-07	0.09999999999999998
60614.27552587872	4.417562067967885e-07	7.396072480237074e-07	0.09999999999999998
60614.3005304105	7.647167141568324e-07	2.638992410164851e-07	0.09999999999999998
60614.325534196214	8.778082579759367e-07	5.164496331865027e-07	0.09999999999999998
60614.35053798192	6.030924318839913e-07	-2.0017636466159422e-07	0.09999999999999998
60614.37554176763	-1.2663884280668447e-06	-1.0464605569071364e-08	0.09999999999999998
60614.40054629941	-1.0000861901785648e-06	-4.133974531811981e-07	0.09999999999999998
60614.425550085114	4.044077189067331e-07	1.230824576865517e-07	0.09999999999999998
60614.450553870825	1.866685238359168e-06	2.300632293392087e-06	0.09999999999999998
60614.475558402606	-2.3026950739230518e-07	3.305309180468333e-06	0.09999999999999998
60614.50056218831	3.0483910236420023e-07	-9.620219062812483e-07	0.09999999999999998
60614.52556597402	4.2112328392665966e-07	4.414521796088581e-07	0.09999999999999998
60614.5505705058	1.2540467086833163e-06	-3.0731323196905803e-07	0.09999999999999998
60614.575574291506	6.946232195199373e-07	1.3786210081147204e-06	0.09999999999999998
60614.60057882329	1.938586592547611e-06	1.3665670759243195e-06	0.09999999999999998
60614.62558260899	4.5382677358642937e-07	8.240813975180008e-07	0.09999999999999998
60614.6505863947	-1.2081106524314595e-06	8.409918710324557e-09	0.09999999999999998
60614.67559092648	8.24289160716637e-07	4.907323920068123e-07	0.09999999999999998
60614.70059471219	-3.2735243434198136e-07	4.573543475134535e-07	0.09999999999999998
60614.72559924397	1.6027352827931642e-06	2.517475687137736e-06	0.09999999999999998
60614.75060302968	-7.180369186749598e-08	2.525799519774785e-07	0.09999999999999998
60614.77560756145	-3.977614768036706e-07	9.952518213517305e-08	0.09999999999999998
60614.800611347164	1.0874299031858493e-06	-1.2003731896453426e-06	0.09999999999999998
60614.825615878945	4.841219564306227e-07	-4.500924825451091e-08	0.09999999999999998
60614.85061966465	9.819383731927896e-07	1.425513524628332e-06	0.09999999999999998
60614.87562419643	-2.198807225790723e-07	2.2020254829447824e-06	0.09999999999999998
60614.90062798214	-1.6213631915054365e-07	-9.841493883562648e-07	0.09999999999999998
60614.925632513914	-6.625540488869302e-07	1.0271580103777475e-06	0.09999999999999998
60614.950637045695	1.0879067485803454e-06	9.447797800800843e-07	0.09999999999999998
60614.975640831406	3.1806770237098584e-07	3.336186377120339e-07	0.09999999999999998
60615.00064536318	5.421400947346384e-07	-1.7111271958439944e-07	0.09999999999999998
60615.02564989496	1.6724425724561742e-06	-4.0038530864708254e-07	0.09999999999999998
60615.05065368067	2.84938864288864e-07	-4.6275680977517783e-07	0.09999999999999998
60615.075658212445	4.666496208519218e-07	1.5238914498364652e-07	0.09999999999999998
60615.100662744226	7.488957429014428e-07	1.87008558410026e-06	0.09999999999999998
60615.12566652994	3.0064168890799376e-07	1.2872314002361542e-06	0.09999999999999998
60615.15067106171	1.3102773017305105e-06	1.8953465981039393e-09	0.09999999999999998
60615.17567559349	1.0574140529616437e-06	4.4188102668414846e-07	0.09999999999999998
60615.2006793792	2.205995133716731e-08	1.5967010542273793e-06	0.09999999999999998
60615.225683910976	-1.0669179113180532e-06	1.8259180960659112e-06	0.09999999999999998
60615.25068844276	-1.823312505432036e-08	1.8609262413328143e-06	0.09999999999999998
60615.27569297454	1.3748433428769193e-06	1.0733357010899746e-06	0.09999999999999998
60615.30069676024	-7.994863593905748e-07	-9.91960307596404e-07	0.09999999999999998
60615.32570129202	5.33073391461899e-07	1.188295580459984e-06	0.09999999999999998
60615.3507058238	-4.6071030754260624e-07	1.8907179753201597e-06	0.09999999999999998
60615.375710355576	1.2345213581225629e-06	1.9074285235258245e-06	0.09999999999999998
60615.40071488736	-3.309876399996088e-07	4.6154938637460646e-07	0.09999999999999998
60615.42571941914	-1.6139378463913012e-07	2.4194352004173376e-07	0.09999999999999998
60615.45072320484	1.443747383371806e-07	-3.4786276307777945e-07	0.09999999999999998
60615.47572773662	7.166687100437118e-07	-6.563587815853559e-07	0.09999999999999998
60615.5007322684	4.379390270074553e-07	-1.0615884663170686e-07	0.09999999999999998
60615.52573680018	-4.421205452922886e-07	8.674123299297014e-07	0.09999999999999998
60615.55074133196	-1.5424453173386734e-06	2.7272297498278753e-06	0.09999999999999998
60615.57574586374	8.941449993202365e-07	1.6541962450505114e-07	0.09999999999999998
60615.60075039552	8.481678271898162e-07	1.1515168828858802e-06	0.09999999999999998
60615.62575492729	-2.0675556172183428e-07	5.046030876262366e-07	0.09999999999999998
60615.65075945907	-1.2769757959690226e-06	1.0427212554734426e-06	0.09999999999999998
60615.675763990854	-6.992374568222392e-08	-2.3745538258622265e-08	0.09999999999999998
60615.70076852263	7.599137330067893e-07	-1.1656965242207503e-06	0.09999999999999998
60615.72577305441	7.822801245216242e-07	3.382889620868696e-07	0.09999999999999998
60615.75077758619	-3.6502007610557507e-07	-3.707475337437586e-07	0.09999999999999998
60615.77578211796	1.161072447312885e-06	-3.8539384815917826e-07	0.09999999999999998
60615.80078664974	1.306797902975072e-06	2.1245043160568958e-06	0.09999999999999998
60615.82579118152	1.1809887858322392e-06	1.2550187649749459e-06	0.09999999999999998
60615.8507957133	7.278712313302702e-07	1.5747265710049254e-06	0.09999999999999998
60615.87580024508	5.705600637774528e-08	1.2565740722212392e-06	0.09999999999999998
60615.90080552293	-6.303199995487537e-09	1.2949744886860388e-06	0.09999999999999998
60615.9258100547	-7.889983254583127e-07	4.0012548307700884e-07	0.09999999999999998
60615.95081458648	1.631644142822411e-07	7.063390396076916e-07	0.09999999999999998
60615.97581911826	1.6026954825359953e-06	-1.3101826367454373e-07	0.09999999999999998
60616.00082365004	3.763691335859308e-06	1.3035631068668924e-06	0.09999999999999998
60616.02582818182	4.198816076403234e-07	5.964002320275815e-07	0.09999999999999998
60616.05083345967	1.2746049698342779e-06	4.788139436791792e-07	0.09999999999999998
60616.07583799145	1.8143578429932775e-06	-2.9375116261037806e-07	0.09999999999999998
60616.10084252322	2.5216101906540137e-07	-4.504420214157653e-07	0.09999999999999998
60616.125847055	1.3021570237701898e-07	7.63382552910976e-07	0.09999999999999998
60616.15085233285	6.086805865953179e-07	-7.914052345798711e-07	0.09999999999999998
60616.17585686463	3.125125404892883e-07	5.264834702609165e-07	0.09999999999999998
60616.200861396406	1.1409227374338769e-07	-3.6294357487226107e-07	0.09999999999999998
60616.22586592819	1.0595474660472424e-06	-4.897349706294054e-07	0.09999999999999998
60616.25087120604	6.136206389527544e-07	1.4080838071031207e-06	0.09999999999999998
60616.27587573781	-6.204143362261439e-07	9.491125797499452e-07	0.09999999999999998
60616.30088026959	4.634990399073841e-07	8.174199140007326e-07	0.09999999999999998
60616.32588554744	-7.7213978733501e-07	7.398239636511035e-07	0.09999999999999998
60616.350890079215	-5.006656821945563e-07	1.172668123512097e-06	0.09999999999999998
60616.375895357065	-8.42032162374383e-07	1.0447957335391998e-06	0.09999999999999998
60616.400899888846	1.1553405571610314e-06	8.494445297210279e-07	0.09999999999999998
60616.42590442063	1.2529017650473623e-06	-8.75486303992432e-08	0.09999999999999998
60616.45090969847	2.435412436760584e-06	1.788127761744604e-06	0.09999999999999998
60616.47591423025	-3.766342351321049e-07	1.2865558884048241e-06	0.09999999999999998
60616.5009195081	-8.176526608888434e-07	1.2323917133635946e-06	0.09999999999999998
60616.525924039874	8.291922559819548e-07	1.280750878560861e-06	0.09999999999999998
60616.550929317724	-2.1436206506925929e-07	1.3543963987085735e-06	0.09999999999999998
60616.575933849505	-9.932012206346838e-07	8.80677326320478e-07	0.09999999999999998
60616.600939127355	1.1586116408910373e-06	-3.471000686246447e-07	0.09999999999999998
60616.62594365913	2.3122586185233996e-07	4.221397600436551e-07	0.09999999999999998
60616.65094893698	-2.7201375348898187e-07	-1.189652325112716e-06	0.09999999999999998
60616.67595346876	2.894552022980476e-07	-5.42408987780886e-08	0.09999999999999998
60616.7009587466	2.0733002810036738e-06	7.229816727643058e-07	0.09999999999999998
60616.72596327838	-4.2693281596297754e-07	1.2658544134436002e-06	0.09999999999999998
60616.75096855623	6.085041182977074e-07	2.2050584463982996e-06	0.09999999999999998
60616.77597383408	4.381691792711925e-08	2.0109931362885367e-06	0.09999999999999998
60616.800978365856	4.6630620317784276e-07	1.8814973796872567e-07	0.09999999999999998
60616.82598364371	7.631252110169375e-07	2.8594543976959943e-07	0.09999999999999998
60616.85098892156	-9.256198984490568e-07	8.788200957145287e-08	0.09999999999999998
60616.87599345334	-2.1832934999082744e-06	8.178256156402042e-07	0.09999999999999998
60616.90099873118	-4.9938489356719e-07	4.769922622691842e-07	0.09999999999999998
60616.92600400903	1.7281979112337573e-06	-5.925694729540437e-07	0.09999999999999998
60616.95100854081	-3.100544264775636e-07	-7.62585242393894e-07	0.09999999999999998
60616.976013818654	-2.928519505984572e-07	4.4831658800251287e-07	0.09999999999999998
60617.001019096504	4.798026889055859e-07	-2.775044981547519e-07	0.09999999999999998
60617.026023628285	2.9318337751713543e-07	5.947785211528573e-07	0.09999999999999998
60617.051028906135	-6.045015645114765e-07	8.96423765797427e-07	0.09999999999999998
60617.07603418398	-7.485151880036027e-07	-2.549247432373346e-07	0.09999999999999998
60617.10103946183	1.0572181990834214e-06	2.9643808426119962e-06	0.09999999999999998
60617.12604473968	4.428974942386288e-07	4.664912630032951e-07	0.09999999999999998
60617.15104927146	2.442936099455829e-06	-2.626978110579388e-07	0.09999999999999998
60617.1760545493	-7.288424980486615e-08	1.438165870667514e-06	0.09999999999999998
60617.20105982715	1.807949073011608e-06	5.6539360999351656e-08	0.09999999999999998
60617.226065105	1.807197001998567e-06	-1.7401737911765842e-07	0.09999999999999998
60617.25107038285	6.342275941728512e-07	9.290469307271205e-07	0.09999999999999998
60617.276075660695	1.2249788100399157e-06	-8.238158803345716e-08	0.09999999999999998
60617.301080938545	-8.214638693711653e-07	-3.428982390966201e-08	0.09999999999999998
60617.326085470326	-8.157903109917181e-07	2.5317744764221792e-06	0.09999999999999998
60617.351090748176	3.441765770773999e-06	9.922411964991277e-07	0.09999999999999998
60617.37609602602	1.584358147478006e-07	9.632524295723424e-07	0.09999999999999998
60617.40110130387	2.359399858167123e-06	1.07446257904797e-06	0.09999999999999998
60617.42610658172	7.296328976137493e-07	-1.8230459806500329e-06	0.09999999999999998
60617.45111185957	7.539894797047698e-07	1.0028209111520883e-06	0.09999999999999998
60617.47611713741	2.457474411538579e-06	9.464739937358946e-07	0.09999999999999998
60617.50112241526	-6.721185825944535e-07	-4.285702080828232e-07	0.09999999999999998
60617.52612769311	1.3072919205854729e-06	2.057807953120704e-06	0.09999999999999998
60617.55113297096	4.3892153138979335e-07	-1.0465899455341457e-06	0.09999999999999998
60617.576138248805	-1.0444906178187154e-06	2.3290776274751417e-08	0.09999999999999998
60617.601143526656	1.2082810639790851e-06	1.0329684504961604e-06	0.09999999999999998
60617.626149550575	5.926109723695383e-08	1.8032704762448124e-06	0.09999999999999998
60617.651154828425	4.706348298055807e-07	1.8116258543731006e-06	0.09999999999999998
60617.67616010627	2.086370653193651e-06	1.1182414178290788e-06	0.09999999999999998
60617.70116538412	-3.115471655102763e-07	-3.2472994749668036e-07	0.09999999999999998
60617.72617066197	1.012625679758609e-06	1.2588592398163915e-06	0.09999999999999998
60617.75117593982	-6.679240316600477e-07	-3.7981978634634985e-07	0.09999999999999998
60617.77618121766	2.0259083549543503e-06	5.547210786291057e-07	0.09999999999999998
60617.80118649551	1.3276663688956183e-06	-1.332921913558134e-06	0.09999999999999998
60617.82619251943	1.030703048739289e-06	2.5061390043505108e-06	0.09999999999999998
60617.85119779728	1.078513875226894e-06	1.48298069981169e-06	0.09999999999999998
60617.876203075124	1.544606865164994e-07	1.8262525100272267e-06	0.09999999999999998
60617.901208352974	1.5251606830759073e-06	2.806384990177677e-07	0.09999999999999998
60617.926214376894	1.4210927264837965e-06	1.8127633246182078e-06	0.09999999999999998
60617.951219654744	1.6587036834634803e-08	1.3462486855377207e-06	0.09999999999999998
60617.97622493259	7.250032539321825e-07	-1.804601866924819e-07	0.09999999999999998
60618.00123021044	-1.725286628503677e-06	9.605718328968587e-07	0.09999999999999998
60618.02623623436	-4.2428999874546093e-07	9.999434763645531e-07	0.09999999999999998
60618.05124151221	-9.958610611805337e-08	1.6308127472084322e-06	0.09999999999999998
60618.07624679006	6.782944995219286e-07	1.3475364538449334e-06	0.09999999999999998
60618.10125281397	3.173503145101146e-07	-7.985500055548194e-07	0.09999999999999998
60618.12625809182	-6.446133131045411e-07	3.898229393732377e-07	0.09999999999999998
60618.15126336967	1.2416452480371313e-06	1.804857823285438e-07	0.09999999999999998
60618.17626939359	2.3457194811695663e-06	1.8099078583305194e-06	0.09999999999999998
60618.20127467143	5.473659322051183e-07	-1.4651179801139106e-06	0.09999999999999998
60618.22628069535	1.715983380912752e-06	-1.5491544130421323e-07	0.09999999999999998
60618.2512859732	6.360380268969393e-07	1.3800053577253003e-06	0.09999999999999998
60618.27629125105	1.2135051192166206e-06	1.3673362620394631e-06	0.09999999999999998
60618.30129727497	1.2887007445636483e-06	7.370472048256052e-07	0.09999999999999998
60618.326302552814	-1.1092021857476555e-06	4.476482863102219e-07	0.09999999999999998
60618.35130857673	1.5146372393162929e-06	-1.4429318361086402e-07	0.09999999999999998
60618.376313854584	-5.370518440898392e-07	2.881214681304244e-07	0.09999999999999998
60618.4013198785	9.552970916211592e-07	6.899640976480787e-07	0.09999999999999998
60618.426325156346	1.1289308584308588e-06	4.3544097660367464e-07	0.09999999999999998
60618.451331180266	3.233783030516455e-07	1.247241173367901e-06	0.09999999999999998
60618.476336458116	-4.068841891298542e-07	6.64561669192119e-07	0.09999999999999998
60618.501342482035	2.0792328529261267e-07	1.5744699371580452e-06	0.09999999999999998
60618.526348505955	-1.3706711256245363e-06	-2.0375217050964378e-07	0.09999999999999998
60618.5513537838	9.756504913097855e-07	1.3396872433087985e-07	0.09999999999999998
60618.57635980772	-1.4796896995795662e-06	-6.492645477154567e-07	0.09999999999999998
60618.60136508557	7.147371052460427e-07	8.530355748882002e-07	0.09999999999999998
60618.62637110949	8.612778142676111e-08	9.78839610496908e-07	0.09999999999999998
